theta,J
9.1999,0.00046302855
9.1949,0.00045748282
9.1898985,0.00045198284
9.184898,0.000446531
9.179897,0.00044121945
9.174897,0.00043586112
9.169896,0.00043055226
9.164896,0.00042538022
9.159895,0.00042016758
9.154895,0.00041500552
9.149894,0.00040997128
9.144894,0.0004049052
9.139893,0.0003998871
9.1348915,0.00039499314
9.129891,0.00039007238
9.12489,0.00038526824
9.11989,0.00038043968
9.114889,0.00037572408
9.109889,0.00037098792
9.104888,0.00036636
9.099888,0.0003617715
9.094887,0.00035716742
9.089887,0.00035265996
9.084886,0.0003481926
9.0798855,0.000343711
9.074884,0.0003393195
9.069883,0.00033496367
9.064883,0.00033064323
9.059882,0.00032635577
9.054882,0.00032205827
9.049881,0.00031783545
9.044881,0.0003136415
9.03988,0.0003094772
9.03488,0.00030534033
9.029879,0.00030122834
9.0248785,0.0002971404
9.019877,0.00029307866
9.014877,0.00028903742
9.009876,0.0002850158
9.004875,0.00028101372
8.999875,0.00027705004
8.994875,0.00027307982
8.989874,0.00026912524
8.984873,0.00026518293
8.979873,0.0002612535
8.974872,0.00025734573
8.9698715,0.00025343453
8.96487,0.00024953063
8.95987,0.00024563924
8.954869,0.00024174432
8.949869,0.00023785667
8.944868,0.00023396531
8.939867,0.00023007429
8.934867,0.000226183
8.929867,0.00022228457
8.924866,0.00021838491
8.919865,0.00021447284
8.914865,0.00021054987
8.909863,0.00020663028
8.904863,0.00020268765
8.899862,0.00019873097
8.894862,0.00019475941
8.889861,0.00019079438
8.884861,0.0001867918
8.87986,0.00018277147
8.87486,0.0001787332
8.869859,0.00017467244
8.864859,0.00017059203
8.859858,0.00016648845
8.8548565,0.00016236212
8.849856,0.00015821
8.844855,0.00015403252
8.839855,0.00014983155
8.834854,0.00014560019
8.829854,0.00014134195
8.824853,0.00013700525
8.819853,0.00013268604
8.814852,0.00012833482
8.809852,0.00012395288
8.804851,0.00011948249
8.79985,0.00011503528
8.794849,0.0001104906
8.789848,0.000105971936
8.784848,0.00010135284
8.779847,9.6761476e-05
8.774847,9.206502e-05
8.769846,8.73995e-05
8.764846,8.262083e-05
8.759845,7.787938e-05
8.754845,7.30184e-05
8.749844,6.811696e-05
8.7448435,6.317033e-05
8.739842,5.8266713e-05
8.734842,5.323501e-05
8.729841,4.8158923e-05
8.724841,4.3039152e-05
8.71984,3.7872087e-05
8.714839,3.2661657e-05
8.709839,2.7405302e-05
8.704838,2.2102293e-05
8.699838,1.6754639e-05
8.694837,1.1360913e-05
8.6898365,5.919457e-06
8.684835,4.315807e-07
8.679835,-5.1033276e-06
8.674834,-1.0682095e-05
8.669834,-1.6426144e-05
8.664833,-2.2101856e-05
8.659832,-2.7765287e-05
8.654832,-3.365602e-05
8.649832,-3.9474806e-05
8.644831,-4.54674e-05
8.63983,-5.138156e-05
8.6348295,-5.7474157e-05
8.629828,-6.348305e-05
8.624828,-6.967678e-05
8.619827,-7.57809e-05
8.614827,-8.207245e-05
8.609826,-8.841726e-05
8.604826,-9.4663264e-05
8.599825,-0.00010110531
8.594824,-0.00010759695
8.589824,-0.00011414089
8.584824,-0.00012073244
8.579823,-0.00012737367
8.574821,-0.00013390536
8.569821,-0.00014064385
8.564821,-0.00014743066
8.55982,-0.00015443348
8.554819,-0.00016131948
8.549819,-0.00016825489
8.544818,-0.00017523623
8.539818,-0.0001822676
8.534817,-0.00018934414
8.529817,-0.00019665048
8.524816,-0.00020382326
8.519815,-0.00021104445
8.514814,-0.00021849663
8.509813,-0.000225812
8.504813,-0.00023336435
8.499812,-0.00024077122
8.494812,-0.00024842058
8.489811,-0.00025592028
8.484811,-0.00026366411
8.47981,-0.00027145704
8.47481,-0.00027909275
8.469809,-0.0002869787
8.464808,-0.00029491406
8.459807,-0.00030289276
8.454807,-0.00031092105
8.449806,-0.00031899483
8.444806,-0.00032711474
8.439805,-0.00033528023
8.434805,-0.00034349153
8.429804,-0.00035174954
8.424803,-0.0003600501
8.419803,-0.00036839693
8.414802,-0.0003770158
8.4098015,-0.0003854527
8.4048,-0.00039393225
8.3998,-0.00040269073
8.394799,-0.000411259
8.389799,-0.00041987008
8.384798,-0.00042876543
8.379798,-0.0004377066
8.374797,-0.00044644997
8.369797,-0.0004554813
8.364796,-0.00046430883
8.359795,-0.00047342764
8.3547945,-0.00048259282
8.349794,-0.00049180246
8.344793,-0.0005010537
8.339792,-0.00051035266
8.334792,-0.0005196935
8.329791,-0.00052907824
8.324791,-0.00053850736
8.31979,-0.00054797926
8.31479,-0.00055749505
8.309789,-0.00056705024
8.304789,-0.00057665166
8.2997875,-0.00058656704
8.294786,-0.0005962537
8.289786,-0.00060625724
8.284786,-0.00061603164
8.279785,-0.00062612654
8.274784,-0.00063598476
8.269784,-0.00064616674
8.264783,-0.00065610814
8.259783,-0.0006663789
8.254782,-0.0006766956
8.249782,-0.00068705314
8.244781,-0.00069745793
8.23978,-0.0007079066
8.234779,-0.0007183963
8.229779,-0.0007289329
8.224778,-0.0007395125
8.219778,-0.00075013563
8.214777,-0.0007608026
8.209776,-0.0007718167
8.204776,-0.00078257103
8.199775,-0.0007933723
8.194775,-0.00080452126
8.189774,-0.00081540935
8.184773,-0.00082665076
8.179772,-0.0008376278
8.174772,-0.0008489592
8.169771,-0.0008603376
8.164771,-0.0008717643
8.15977,-0.0008829173
8.15477,-0.0008944355
8.149769,-0.00090599776
8.144768,-0.00091760623
8.139768,-0.00092925975
8.134767,-0.0009412876
8.129766,-0.0009530357
8.124765,-0.00096483045
8.119765,-0.0009766739
8.114764,-0.000988894
8.109764,-0.0010006597
8.104763,-0.0010129785
8.099762,-0.0010250071
8.094762,-0.0010374166
8.089762,-0.0010498784
8.084761,-0.0010623911
8.07976,-0.001074608
8.0747595,-0.001087216
8.069759,-0.0010998712
8.064758,-0.0011125774
8.059757,-0.0011253343
8.054757,-0.0011384875
8.049756,-0.0011513459
8.044756,-0.0011642501
8.039755,-0.0011775568
8.034755,-0.0011905644
8.029754,-0.001203974
8.024754,-0.0012170821
8.0197525,-0.001230596
8.014751,-0.0012441601
8.009751,-0.0012574228
8.004751,-0.0012710901
7.99975,-0.0012848171
7.994749,-0.0012985923
7.989749,-0.0013124207
7.984748,-0.0013263023
7.979748,-0.0013406033
7.9747467,-0.0013545923
7.9697466,-0.0013686373
7.9647455,-0.0013831025
7.9597454,-0.0013972525
7.9547443,-0.0014118269
7.9497437,-0.0014260882
7.944743,-0.0014407728
7.9397426,-0.0014555162
7.934742,-0.0014703145
7.9297414,-0.0014851703
7.924741,-0.0015000788
7.91974,-0.0015150454
7.9147396,-0.0015300713
7.9097385,-0.0015455297
7.9047384,-0.0015606685
7.8997374,-0.0015758659
7.8947372,-0.001591499
7.889736,-0.0016068106
7.884736,-0.0016225623
7.879735,-0.001638371
7.8747344,-0.0016542432
7.869734,-0.0016701722
7.864733,-0.0016861602
7.8597326,-0.001702207
7.854732,-0.0017181205
7.8497314,-0.0017342884
7.844731,-0.001750905
7.8397303,-0.0017671924
7.834729,-0.00178354
7.829729,-0.0018003413
7.824728,-0.0018172063
7.819728,-0.0018337329
7.814727,-0.0018507161
7.809726,-0.0018677677
7.8047256,-0.0018848754
7.799725,-0.0019020492
7.7947245,-0.0019192828
7.789724,-0.0019369763
7.7847233,-0.0019543369
7.779722,-0.0019721603
7.774722,-0.001989643
7.769721,-0.0020075953
7.764721,-0.0020252045
7.75972,-0.002043284
7.7547197,-0.0020614222
7.7497187,-0.0020796289
7.744718,-0.0020978968
7.7397175,-0.002116233
7.734717,-0.0021350367
7.7297163,-0.0021534998
7.7247157,-0.0021724352
7.719715,-0.0021910267
7.7147145,-0.0022100934
7.709714,-0.0022288153
7.704713,-0.002248013
7.6997128,-0.002267276
7.6947117,-0.0022866027
7.6897116,-0.002305997
7.6847105,-0.0023256624
7.6797104,-0.0023451878
7.6747093,-0.0023647777
7.669709,-0.00238485
7.664708,-0.002404987
7.6597075,-0.0024247747
7.654707,-0.0024450447
7.6497064,-0.0024653831
7.644706,-0.0024857845
7.639705,-0.0025062535
7.6347046,-0.002526792
7.629704,-0.0025478168
7.6247034,-0.0025684822
7.6197023,-0.00258964
7.614702,-0.0026104413
7.609701,-0.0026317297
7.604701,-0.002653088
7.5997,-0.0026745116
7.5946994,-0.0026960038
7.589699,-0.00271756
7.584698,-0.00273918
7.5796976,-0.002761295
7.574697,-0.0027830526
7.5696964,-0.002805298
7.564696,-0.0028271894
7.5596952,-0.0028493572
7.554694,-0.0028717993
7.549694,-0.0028943163
7.544693,-0.0029168958
7.5396924,-0.0029399719
7.534692,-0.002962679
7.529691,-0.0029858893
7.5246906,-0.0030087326
7.51969,-0.0030320685
7.5146894,-0.003055473
7.509689,-0.0030789417
7.5046883,-0.0031024767
7.4996877,-0.0031260836
7.494687,-0.0031497472
7.489686,-0.0031739054
7.484686,-0.0031977035
7.479685,-0.0032219938
7.4746847,-0.0032459171
7.4696836,-0.0032703392
7.4646835,-0.003294827
7.4596825,-0.0033191545
7.454682,-0.003344203
7.4496813,-0.003368883
7.4446807,-0.0033940542
7.43968,-0.0034188554
7.4346795,-0.003444157
7.429679,-0.0034695198
7.4246783,-0.0034949412
7.4196777,-0.0035204324
7.4146767,-0.0035459772
7.4096766,-0.0035715844
7.4046755,-0.0035976903
7.3996754,-0.0036238588
7.3946743,-0.003649653
7.389674,-0.0036759437
7.384673,-0.0037022876
7.3796725,-0.0037284757
7.374672,-0.0037553827
7.3696713,-0.00378191
7.3646708,-0.003808496
7.35967,-0.0038355715
7.3546696,-0.0038627135
7.3496685,-0.003889902
7.3446684,-0.003917162
7.339668,-0.0039444678
7.3346667,-0.003971834
7.329666,-0.003999685
7.324666,-0.0040271645
7.319665,-0.0040551336
7.3146644,-0.0040831575
7.309664,-0.004111235
7.3046637,-0.004139143
7.2996626,-0.004167772
7.294662,-0.004196007
7.2896614,-0.0042247316
7.2846603,-0.0042530713
7.27966,-0.004281897
7.2746596,-0.004310781
7.269659,-0.004339706
7.264658,-0.004369126
7.259658,-0.004398153
7.254657,-0.004427669
7.249656,-0.0044567976
7.2446556,-0.0044861813
7.2396555,-0.004515839
7.2346544,-0.0045455387
7.229654,-0.004575724
7.2246532,-0.004605513
7.2196527,-0.0046357927
7.214652,-0.004666106
7.2096515,-0.004696466
7.204651,-0.0047268663
7.19965,-0.0047573154
7.1946497,-0.0047877925
7.1896486,-0.0048185415
7.1846485,-0.004849538
7.1796474,-0.004880574
7.174647,-0.0049116565
7.1696463,-0.004942772
7.1646457,-0.00497392
7.159645,-0.005005549
7.1546445,-0.005036773
7.149644,-0.005068466
7.1446433,-0.0051001953
7.1396427,-0.0051317345
7.134642,-0.0051639616
7.1296415,-0.005195788
7.1246405,-0.0052280794
7.1196404,-0.0052603986
7.1146393,-0.0052927434
7.1096387,-0.0053251195
7.104638,-0.0053575267
7.099638,-0.0053903884
7.094637,-0.0054226257
7.0896363,-0.0054555438
7.0846357,-0.005488478
7.079635,-0.0055214423
7.0746346,-0.0055548633
7.069634,-0.0055878614
7.0646334,-0.0056213187
7.0596323,-0.005654802
7.054632,-0.005688297
7.0496316,-0.005721588
7.0446305,-0.005755559
7.03963,-0.0057890955
7.03463,-0.005823092
7.0296288,-0.0058571044
7.024628,-0.005891121
7.0196276,-0.005925576
7.014627,-0.0059594116
7.0096264,-0.005993897
7.004626,-0.006028384
6.999625,-0.0060628867
6.994624,-0.006097393
6.989624,-0.006132342
6.9846234,-0.006167286
6.979623,-0.0062018083
6.974622,-0.0062365606
6.9696217,-0.0062719416
6.9646206,-0.0063069006
6.95962,-0.006342288
6.9546194,-0.0063776784
6.949619,-0.0064130668
6.944618,-0.006448238
6.9396176,-0.006483613
6.934617,-0.0065194154
6.9296165,-0.0065552196
6.924616,-0.0065910053
6.9196153,-0.006626782
6.9146147,-0.0066629704
6.9096136,-0.006698535
6.9046135,-0.00673471
6.8996124,-0.006770865
6.8946123,-0.00680744
6.8896112,-0.0068435892
6.8846107,-0.006879924
6.87961,-0.006916453
6.8746095,-0.006952955
6.869609,-0.006989461
6.8646083,-0.007026352
6.8596077,-0.0070628077
6.8546066,-0.0070994576
6.8496065,-0.0071367095
6.844606,-0.0071735187
6.839605,-0.007210735
6.8346043,-0.0072479094
6.829604,-0.0072848583
6.824603,-0.007321991
6.8196025,-0.0073595075
6.814602,-0.007396586
6.809602,-0.007434049
6.8046007,-0.0074716834
6.7996,-0.007509088
6.7945995,-0.0075468644
6.7895985,-0.0075846184
6.7845984,-0.007622327
6.7795978,-0.0076598157
6.774597,-0.0076978644
6.769596,-0.0077358745
6.764596,-0.0077738566
6.7595954,-0.007811809
6.7545943,-0.007849921
6.7495937,-0.007888195
6.7445936,-0.007926414
6.7395926,-0.007964622
6.734592,-0.008002964
6.7295914,-0.00804147
6.724591,-0.008079934
6.71959,-0.008118367
6.7145896,-0.008156951
6.709589,-0.0081956815
6.704588,-0.008234375
6.699588,-0.0082730185
6.6945868,-0.008311816
6.6895866,-0.008350378
6.6845856,-0.0083896555
6.679585,-0.0084285
6.6745844,-0.0084675085
6.669584,-0.008506658
6.664583,-0.00854574
6.6595826,-0.00858479
6.654582,-0.008623981
6.6495814,-0.008663304
6.644581,-0.008702586
6.6395802,-0.00874201
6.6345797,-0.008781184
6.6295786,-0.008820691
6.6245785,-0.008860532
6.6195774,-0.008899745
6.614577,-0.008939483
6.609576,-0.00897916
6.604576,-0.009018966
6.599575,-0.009058921
6.5945745,-0.009098807
6.589574,-0.009138467
6.5845733,-0.009178626
6.5795727,-0.009218363
6.574572,-0.009258607
6.5695715,-0.009298604
6.5645704,-0.009338922
6.5595703,-0.009379178
6.5545697,-0.009419216
6.5495687,-0.009459734
6.544568,-0.009500026
6.539568,-0.009540413
6.534567,-0.009581155
6.5295663,-0.009621651
6.5245657,-0.009662266
6.519565,-0.00970284
6.5145645,-0.009743543
6.509564,-0.009784367
6.5045633,-0.009825489
6.4995623,-0.00986603
6.494562,-0.009907061
6.4895616,-0.009948213
6.484561,-0.009989163
6.47956,-0.010030403
6.47456,-0.010071764
6.4695587,-0.010112905
6.464558,-0.010154355
6.4595575,-0.010195921
6.454557,-0.010237285
6.4495564,-0.010278766
6.4445558,-0.010320369
6.439555,-0.010362134
6.4345546,-0.010404011
6.429554,-0.010445855
6.4245534,-0.010487805
6.419553,-0.010529914
6.4145517,-0.01057181
6.4095516,-0.010614187
6.4045506,-0.010656351
6.3995504,-0.010698651
6.3945494,-0.010741094
6.389549,-0.010783661
6.384548,-0.010826217
6.3795476,-0.010868898
6.374547,-0.0109117245
6.3695464,-0.010954684
6.364546,-0.010997792
6.3595448,-0.011040712
6.3545446,-0.011083783
6.349544,-0.0111269895
6.3445435,-0.011170667
6.3395424,-0.011213861
6.3345423,-0.011257513
6.329541,-0.011301323
6.3245406,-0.011345133
6.31954,-0.011389091
6.31454,-0.0114328675
6.309539,-0.011477141
6.3045382,-0.011521568
6.2995377,-0.011565845
6.2945366,-0.011610288
6.2895365,-0.011655178
6.284536,-0.011699943
6.2795353,-0.01174472
6.274534,-0.011789972
6.269534,-0.011835077
6.2645335,-0.011880388
6.2595325,-0.01192586
6.254532,-0.011971346
6.2495317,-0.012017325
6.2445307,-0.012063191
6.23953,-0.012109526
6.2345295,-0.01215546
6.229529,-0.012202037
6.2245283,-0.012248792
6.2195277,-0.012295441
6.214527,-0.012342154
6.209526,-0.012389354
6.204526,-0.012436763
6.199525,-0.012484238
6.194525,-0.012531914
6.1895237,-0.012579497
6.1845236,-0.012627749
6.1795225,-0.012675775
6.174522,-0.012724328
6.1695213,-0.012773086
6.1645207,-0.012821922
6.15952,-0.012870999
6.1545196,-0.012920294
6.149519,-0.0129697025
6.1445184,-0.013019476
6.139518,-0.013069361
6.1345167,-0.013119496
6.1295166,-0.013169855
6.1245155,-0.013220627
6.1195154,-0.013271514
6.1145144,-0.013322671
6.109514,-0.013374089
6.104513,-0.013425614
6.0995126,-0.013477575
6.094512,-0.013529935
6.0895114,-0.013582174
6.084511,-0.013635096
6.07951,-0.013688026
6.0745096,-0.013741509
6.0695086,-0.013794905
6.0645084,-0.013848995
6.059508,-0.013902996
6.054507,-0.013957681
6.049506,-0.014012303
6.044506,-0.014067366
6.039505,-0.014122883
6.0345044,-0.014178584
6.029504,-0.014234722
6.0245037,-0.014291093
6.0195026,-0.014347939
6.014502,-0.014404981
6.0095015,-0.01446251
6.0045004,-0.014520259
5.9995003,-0.014578481
5.9944997,-0.014636933
5.9894986,-0.014695872
5.984498,-0.014755073
5.979498,-0.014814786
5.974497,-0.014874994
5.9694963,-0.014935435
5.9644957,-0.014996135
5.9594955,-0.015057379
5.9544945,-0.015119102
5.949494,-0.015181173
5.9444933,-0.015243731
5.9394927,-0.015306474
5.934492,-0.015369897
5.9294915,-0.015433586
5.924491,-0.015497814
5.9194903,-0.015562393
5.9144897,-0.015627393
5.9094887,-0.015693072
5.904488,-0.015759066
5.8994875,-0.015825681
5.894487,-0.015892472
5.8894863,-0.015959982
5.8844857,-0.01602783
5.879485,-0.016096532
5.8744845,-0.0161652
5.869484,-0.01623461
5.8644834,-0.016304629
5.859483,-0.016375171
5.854482,-0.016446183
5.8494816,-0.01651759
5.8444805,-0.016589725
5.8394804,-0.016662154
5.83448,-0.016735354
5.8294787,-0.016809065
5.824478,-0.016883302
5.8194776,-0.016958097
5.814477,-0.01703342
5.8094764,-0.017109541
5.804476,-0.017185975
5.799475,-0.017263185
5.7944746,-0.017340733
5.789474,-0.0174191
5.7844734,-0.01749801
5.7794724,-0.01757753
5.774472,-0.017657634
5.7694716,-0.017738443
5.7644706,-0.017819839
5.75947,-0.017901842
5.75447,-0.01798468
5.749469,-0.018067872
5.744468,-0.018151855
5.7394676,-0.01823654
5.734467,-0.018321838
5.7294664,-0.01840779
5.724466,-0.018494483
5.7194653,-0.018581735
5.7144647,-0.018669864
5.709464,-0.018758602
5.7044635,-0.018847901
5.6994624,-0.018938243
5.694462,-0.01902887
5.6894617,-0.019120542
5.6844606,-0.019212764
5.67946,-0.019305795
5.6744595,-0.019399613
5.669459,-0.019494016
5.6644583,-0.01958935
5.6594577,-0.01968531
5.654457,-0.019782148
5.6494565,-0.019879643
5.644456,-0.01997793
5.6394553,-0.02007707
5.6344547,-0.020176833
5.629454,-0.020277413
5.6244535,-0.02037884
5.6194525,-0.020481192
5.614452,-0.020584276
5.6094513,-0.02068808
5.6044507,-0.020792736
5.59945,-0.020898359
5.5944495,-0.021004455
5.589449,-0.0211118
5.5844483,-0.02121979
5.5794477,-0.021328526
5.5744467,-0.021438116
5.5694466,-0.021548808
5.564446,-0.021660104
5.559445,-0.021772368
5.5544443,-0.021885473
5.549444,-0.021999644
5.5444436,-0.022114346
5.5394425,-0.022230063
5.534442,-0.022346683
5.5294414,-0.022464158
5.524441,-0.022582782
5.51944,-0.022702212
5.5144396,-0.022822332
5.509439,-0.022943547
5.5044384,-0.02306558
5.499438,-0.023188587
5.4944367,-0.023312595
5.489436,-0.023437673
5.484436,-0.02356336
5.4794354,-0.023690077
5.4744344,-0.023817977
5.469434,-0.02394663
5.4644337,-0.024076259
5.4594326,-0.02420665
5.454432,-0.024338294
5.4494314,-0.024470933
5.444431,-0.02460437
5.43943,-0.02473906
5.4344296,-0.024874473
5.429429,-0.025010794
5.4244285,-0.02514828
5.419428,-0.02528682
5.414427,-0.025426302
5.409426,-0.025566744
5.4044256,-0.025708346
5.399425,-0.02585071
5.3944244,-0.025994293
5.389424,-0.026139013
5.3844233,-0.02628442
5.3794227,-0.02643128
5.374422,-0.026578741
5.3694215,-0.026727458
5.364421,-0.026877346
5.3594203,-0.027027974
5.3544197,-0.027179843
5.3494186,-0.027332924
5.3444185,-0.027486818
5.339418,-0.027641734
5.334417,-0.02779793
5.3294163,-0.027955277
5.3244157,-0.028113525
5.319415,-0.02827275
5.3144145,-0.0284331
5.309414,-0.028594835
5.3044133,-0.028757386
5.2994127,-0.028921016
5.294412,-0.029085893
5.2894115,-0.029251724
5.2844105,-0.029418644
5.2794104,-0.029586961
5.27441,-0.029755961
5.2694087,-0.029926475
5.264408,-0.030098123
5.259408,-0.030270446
5.254407,-0.030444304
5.2494063,-0.030619143
5.2444057,-0.030795231
5.239405,-0.030972335
5.2344046,-0.031150535
5.229404,-0.031330116
5.2244034,-0.0315107
5.219403,-0.031692263
5.214402,-0.031875264
5.2094016,-0.032059386
5.2044005,-0.03224463
5.1994,-0.032431014
5.1944,-0.032618463
5.189399,-0.03280715
5.184398,-0.032996904
5.1793976,-0.03318816
5.174397,-0.033380374
5.1693964,-0.033573907
5.164396,-0.033768475
5.159395,-0.03396415
5.1543946,-0.034161385
5.149394,-0.034359295
5.1443934,-0.034558866
5.139393,-0.034759395
5.1343923,-0.034961104
5.1293917,-0.035164244
5.1243906,-0.0353687
5.11939,-0.03557413
5.1143894,-0.035780776
5.109389,-0.035988506
5.104388,-0.036197744
5.0993876,-0.03640816
5.094387,-0.036619507
5.0893865,-0.03683258
5.084386,-0.03704643
5.079385,-0.037262134
5.0743847,-0.037478466
5.069384,-0.037696496
5.0643835,-0.037915193
5.0593824,-0.03813563
5.0543823,-0.03835718
5.0493817,-0.038579985
5.0443807,-0.038803965
5.03938,-0.03902949
5.0343795,-0.0392561
5.029379,-0.039484
5.0243783,-0.039713282
5.0193777,-0.039943874
5.014377,-0.04017552
5.0093765,-0.040408712
5.004376,-0.04064286
4.9993753,-0.040878456
4.9943743,-0.041115373
4.9893737,-0.041353617
4.9843736,-0.041593127
4.9793725,-0.041833937
4.974372,-0.04207619
4.969372,-0.04231964
4.9643707,-0.04256429
4.9593697,-0.042810455
4.9543695,-0.043057796
4.949369,-0.04330674
4.9443684,-0.04355717
4.939368,-0.043808185
4.934367,-0.044061303
4.9293666,-0.044315055
4.924366,-0.04457098
4.919365,-0.04482748
4.914365,-0.045085877
4.9093637,-0.045345493
4.904363,-0.045606285
4.899363,-0.045868617
4.894362,-0.04613209
4.8893614,-0.04639718
4.8843613,-0.04666366
4.87936,-0.046931483
4.874359,-0.047200654
4.869359,-0.047471244
4.8643584,-0.04774315
4.8593574,-0.048016746
4.8543572,-0.048291437
4.8493567,-0.048567686
4.8443556,-0.048845146
4.8393555,-0.0491242
4.8343544,-0.04940463
4.829354,-0.049686447
4.824353,-0.04996962
4.8193526,-0.050254636
4.814352,-0.05054066
4.8093514,-0.0508282
4.804351,-0.051117346
4.7993507,-0.051408123
4.7943497,-0.051700078
4.7893486,-0.05199341
4.7843485,-0.052288197
4.779348,-0.052584723
4.774347,-0.0528826
4.7693467,-0.053181987
4.764346,-0.053482905
4.759345,-0.053785093
4.754345,-0.054089274
4.749344,-0.05439467
4.7443433,-0.05470141
4.7393427,-0.055010043
4.734342,-0.055319656
4.7293415,-0.055631567
4.724341,-0.05594435
4.7193403,-0.056258895
4.7143393,-0.056574993
4.709339,-0.05689255
4.704338,-0.057211895
4.6993375,-0.0575327
4.6943374,-0.057854984
4.6893363,-0.058178976
4.6843357,-0.058504306
4.6793356,-0.058831215
4.6743345,-0.059160277
4.6693335,-0.05949039
4.6643333,-0.059822254
4.6593328,-0.060156032
4.6543317,-0.060491007
4.6493316,-0.060827665
4.644331,-0.06116653
4.63933,-0.06150647
4.63433,-0.061848145
4.6293287,-0.06219174
4.6243286,-0.06253671
4.6193275,-0.06288318
4.614327,-0.06323181
4.609327,-0.06358187
4.604326,-0.06393341
4.599325,-0.0642871
4.594325,-0.064642236
4.589324,-0.064999074
4.584323,-0.06535807
4.579323,-0.06571829
4.574322,-0.06608071
4.569321,-0.066444166
4.564321,-0.06680981
4.5593204,-0.06717716
4.5543194,-0.06754664
4.5493193,-0.06791736
4.544318,-0.068290345
4.5393176,-0.06866486
4.534317,-0.069041096
4.5293164,-0.06941935
4.524316,-0.06979956
4.5193152,-0.07018138
4.5143147,-0.070564866
4.5093136,-0.070950784
4.5043135,-0.07133822
4.4993124,-0.07172751
4.494312,-0.07211838
4.4893117,-0.0725118
4.4843106,-0.07290665
